original_id,namn,ansvarigt_lan,kommuner,antal_arter,arter,fiskekartan_arter,antal_sjoar_survey,antal_vattendrag_survey,kallor,url_fvof,url_fiskekartan
1304,Gäddtjärnens fvof,Västernorrland,Kramfors,4,Abborre; Mört; Röding; Öring,Abborre; Mört; Röding; Öring,0,0,fiskekartan,www.sff-stenbiten.se,https://fiskekartan.se/?fv=Gäddtjärnens%20fvof&sp=false
635,Gällivare fvof,Norrbotten,Gällivare,21,Abborre; Bergsimpa; Bäcknejonöga; Bäckröding; Elritsa; Gädda; Harr; Havsöring; Lake; Lax; Laxfisk obestämd; Mört; Regnbåge; Ruda; Röding; Sik; Siklöja; Simpa (Berg-; Sten-; Stensimpa; Öring,Abborre; Gädda; Harr; Havsöring; Lax; Mört; Regnbåge; Ruda; Röding; Sik; Siklöja; Öring,0,15,fiskekartan; slu_provfiske,gfvo.se/,https://fiskekartan.se/?fv=Gällivare%20fvof&sp=false
1491,Gärdessjöns fvof,Jämtland,Krokom,9,Bergsimpa; Elritsa; Gädda; Harr; Lake; Mört; Simpa (Berg-; Sten-; Öring,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Gärdessjöns%20fvof&sp=false
607,Gässjöns fvof,Kronoberg,"Värnamo, Ljungby",0,,,0,0,,,https://fiskekartan.se/?fv=Gässjöns%20fvof&sp=false
1346,Gårdnäs-Ås fvof,Västernorrland,Sollefteå,0,,,0,0,,,https://fiskekartan.se/?fv=Gårdnäs-Ås%20fvof&sp=false
846,Gårdsjöns fvof,Värmland,Sunne,15,Abborre; Bergsimpa; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Kräfta obestämd; Lake; Mört; Simpa (Berg-; Sten-; Stensimpa; Storspigg; Ål; Öring,,0,1,slu_provfiske; gbif,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=703,https://fiskekartan.se/?fv=Gårdsjöns%20fvof&sp=false
1733,Gårdviks fvof,Dalarna,Falun,10,Abborre; Benlöja; Bäcknejonöga; Gädda; Gärs; Lake; Mört; Regnbåge; Stensimpa; Öring,Abborre; Gädda; Regnbåge,2,2,fiskekartan; slu_provfiske; extern_fvof,www.gardviksfvof.se/,https://fiskekartan.se/?fv=Gårdviks%20fvof&sp=false
966,Gåsborns hyttelags fvof,Värmland,Filipstad,18,Abborre; Braxen; Elritsa; Flodkräfta; Gädda; Gärs; Id; Karp; Lake; Lax; Mört; Nors; Ruda; Sik; Siklöja; Sutare; Ål; Öring,,0,1,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Gåsborns%20hyttelags%20fvof&sp=false
1634,Gåxsjön-Storåns fvof,Jämtland,"Krokom, Strömsund",4,Abborre; Elritsa; Lake; Öring,,0,3,slu_provfiske,www.vattenagarna.se/jamtlands-lans-fiskevattenagareforbund/?o=100,https://fiskekartan.se/?fv=Gåxsjön-Storåns%20fvof&sp=false
1555,Görviks fvof,Jämtland,"Ragunda, Strömsund",9,Abborre; Benlöja; Bergsimpa; Elritsa; Gädda; Lake; Mört; Sik; Öring,,1,2,slu_provfiske,,https://fiskekartan.se/?fv=Görviks%20fvof&sp=false
902,Gösjön-Bråtsjöns fvof,Värmland,Kil,8,Abborre; Benlöja; Braxen; Gädda; Gärs; Mört; Ruda; Sarv,,1,0,slu_provfiske,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=762,https://fiskekartan.se/?fv=Gösjön-Bråtsjöns%20fvof&sp=false
2134,"Göta Älv i Ale, Kungälv fvof",Västra Götaland,"Ale, Lilla Edet, Kungälv",33,Abborre; Asp; Benlöja; Björkna; Braxen; Bäcknejonöga; Elritsa; Flodkräfta; Flodnejonöga; Färna; Gädda; Gärs; Id; Karpfisk obestämd; Lake; Lax; Lax_Öring_Hybrid; Mört; Nejonöga; Nors; Regnbåge; Sarv; Signalkräfta; Sik; Simpa (Berg-; Småspigg; Sten-; Stensimpa; Storspigg; Stäm; Sutare; Ål; Öring,Abborre; Braxen; Gädda; Lax; Mört; Sarv; Sik; Stäm; Öring,0,17,fiskekartan; slu_provfiske; gbif,www.sportfiskarna.se/Fiske/Fiske-i-G%C3%B6teborg/Fiskevatten,"https://fiskekartan.se/?fv=Göta%20Älv%20i%20Ale,%20Kungälv%20fvof&sp=false"
1991,Göta Älv Södra fvof,Västra Götaland,"Ale, Lilla Edet",20,Abborre; Benlöja; Bergsimpa; Bäcknejonöga; Elritsa; Färna; Gädda; Gärs; Id; Lake; Lax; Mört; Nejonöga; Signalkräfta; Simpa (Berg-; Sten-; Stensimpa; Stäm; Ål; Öring,,0,5,slu_provfiske,,https://fiskekartan.se/?fv=Göta%20Älv%20Södra%20fvof&sp=false
2164,"Göta Älv, Lilla Edet, Trollhättan fvof",Västra Götaland,"Lilla Edet, Trollhättan",16,Abborre; Benlöja; Bergsimpa; Bäcknejonöga; Elritsa; Gädda; Kräfta obestämd; Lake; Lax; Nejonöga; Signalkräfta; Simpa (Berg-; Sten-; Stensimpa; Ål; Öring,,0,13,slu_provfiske,,"https://fiskekartan.se/?fv=Göta%20Älv,%20Lilla%20Edet,%20Trollhättan%20fvof&sp=false"
2069,"Göta älv, Tvåstads fvof",Västra Götaland,"Vänersborg, Trollhättan",17,Abborre; Björkna; Braxen; Gädda; Gärs; Gös; Lake; Mört; Regnbåge; Ruda; Sarv; Signalkräfta; Stensimpa; Stäm; Sutare; Ål; Öring,,0,1,slu_provfiske; gbif,,"https://fiskekartan.se/?fv=Göta%20älv,%20Tvåstads%20fvof&sp=false"
1981,"Göta älvs fvof, Göteborg-Ale",Västra Götaland,"Ale, Göteborg",22,Abborre; Asp; Benlöja; Braxen; Bäcknejonöga; Färna; Gädda; Id; Karpfisk obestämd; Lake; Lax; Mört; Nejonöga; Sarv; Simpa (Berg-; Skrubbskädda; Sten-; Stensimpa; Storspigg; Sutare; Ål; Öring,Abborre; Asp; Benlöja; Braxen; Färna; Gädda; Id; Lax; Mört; Sarv; Sutare; Öring,0,3,fiskekartan; slu_provfiske,www.sportfiskarna.se/Fiske/Fiske-i-G%C3%B6teborg/Fiskevatten,"https://fiskekartan.se/?fv=Göta%20älvs%20fvof,%20Göteborg-Ale&sp=false"
195,Götarpssjöns fvof,Jönköping,Gnosjö,5,Abborre; Gädda; Lake; Mört; Ål,Abborre; Gädda; Lake; Mört; Ål,1,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Götarpssjöns%20fvof&sp=false
2029,Hagasjöns m.fl. fvof,Västra Götaland,"Mark, Svenljunga",6,Abborre; Elritsa; Flodkräfta; Gädda; Lake; Öring,,1,2,slu_provfiske,,https://fiskekartan.se/?fv=Hagasjöns%20m.fl.%20fvof&sp=false
670,Hakkas fvof,Norrbotten,Gällivare,0,,,0,0,,,https://fiskekartan.se/?fv=Hakkas%20fvof&sp=false
1813,Halahults fvof,Blekinge,"Ronneby, Karlshamn",7,Abborre; Benlöja; Braxen; Gädda; Gärs; Mört; Sarv,,1,1,slu_provfiske,,https://fiskekartan.se/?fv=Halahults%20fvof&sp=false
1817,Halens fvof,Blekinge,Olofström,15,Abborre; Benlöja; Braxen; Elritsa; Gädda; Gärs; Karpfisk obestämd; Lake; Mört; Sarv; Signalkräfta; Sik; Stäm; Ål; Öring,,2,3,slu_provfiske,,https://fiskekartan.se/?fv=Halens%20fvof&sp=false
505,Hallaryd-Visseltofta fvof,Kronoberg,"Älmhult, Osby",28,Abborre; Asp; Benlöja; Bergsimpa; Björkna; Braxen; Bäcknejonöga; Färna; Gädda; Gärs; Gös; Id; Karp; Karpfisk obestämd; Lake; Mal; Mört; Regnbåge; Ruda; Sandkrypare; Sarv; Signalkräfta; Siklöja; Simpa (Berg-; Sten-; Sutare; Ål; Öring,Abborre; Asp; Braxen; Färna; Gädda; Gös; Id; Karp; Lake; Mal; Mört; Ruda; Siklöja; Sutare; Ål; Öring,3,5,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hallaryd-Visseltofta%20fvof&sp=false
217,Hallasjöns  m fl sjöars fvof,Jönköping,Gislaved,8,Abborre; Benlöja; Braxen; Gädda; Lake; Mört; Sutare; Ål,Abborre; Benlöja; Braxen; Gädda; Lake; Mört; Sutare; Ål,5,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hallasjöns%20%20m%20fl%20sjöars%20fvof&sp=false
173,Hallesjön m fl sjöars fvof,Halland,Falkenberg,2,Abborre; Gädda,,2,0,slu_provfiske,,https://fiskekartan.se/?fv=Hallesjön%20m%20fl%20sjöars%20fvof&sp=false
465,Hallången m.fl sjöars fvof,Kalmar,"Västervik, Vimmerby",3,Abborre; Gädda; Mört,Abborre; Gädda; Mört,0,0,fiskekartan,,https://fiskekartan.se/?fv=Hallången%20m.fl%20sjöars%20fvof&sp=false
521,Hammarsjöns fvof,Kronoberg,Markaryd,4,Abborre; Gädda; Gös; Mört,Abborre; Gädda; Gös,0,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hammarsjöns%20fvof&sp=false
1353,Hamre fvof,Västernorrland,Härnösand,4,Abborre; Bäckröding; Röding; Öring,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Hamre%20fvof&sp=false
71,Hamrånge fvof,Gävleborg,"Ockelbo, Gävle, Söderhamn",28,Abborre; Benlöja; Bergsimpa; Björkna; Braxen; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Harr; Id; Lake; Lax; Lax_Öring_Hybrid; Mört; Nors; Regnbåge; Ruda; Sarv; Sik; Siklöja; Stensimpa; Storspigg; Sutare; Ål; Öring,Abborre; Braxen; Gädda; Gös; Harr; Id; Lake; Mört; Regnbåge; Ruda; Sarv; Sik; Siklöja; Ål; Öring,0,8,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hamrånge%20fvof&sp=false
431,Handbörds fvof,Kalmar,Högsby,18,Abborre; Benlöja; Bäcknejonöga; Elritsa; Färna; Gädda; Lake; Lax; Lax_Öring_Hybrid; Mört; Nejonöga; Nissöga; Signalkräfta; Simpa (Berg-; Sten-; Stensimpa; Ål; Öring,,0,6,slu_provfiske,,https://fiskekartan.se/?fv=Handbörds%20fvof&sp=false
1513,Handsjöns fvof,Jämtland,"Ånge, Berg",15,Abborre; Benlöja; Bergsimpa; Bäckröding; Elritsa; Gädda; Id; Lake; Mört; Regnbåge; Röding; Sik; Siklöja; Stensimpa; Öring,Abborre; Benlöja; Bäckröding; Gädda; Id; Lake; Mört; Regnbåge; Röding; Sik; Siklöja; Öring,0,6,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Handsjöns%20fvof&sp=false
903,Harasjöarnas fvof,Värmland,"Torsby, Hagfors",11,Abborre; Benlöja; Gädda; Gärs; Harr; Lake; Lax; Mört; Siklöja; Ål; Öring,,3,1,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Harasjöarnas%20fvof&sp=false
980,Harefjordens fvof,Värmland,Säffle,21,Abborre; Asp; Benlöja; Björkna; Braxen; Bäcknejonöga; Gädda; Gärs; Gös; Id; Lake; Lax; Mört; Regnbåge; Ruda; Sarv; Sik; Stensimpa; Sutare; Ål; Öring,Abborre; Asp; Benlöja; Braxen; Gädda; Gös; Lake; Lax; Mört; Regnbåge; Ruda; Ål; Öring,2,1,fiskekartan; slu_provfiske,www.harefjorden.se/,https://fiskekartan.se/?fv=Harefjordens%20fvof&sp=false
1474,Hargsjöns fvof,Östergötland,Kinda,5,Abborre; Braxen; Gädda; Gös; Mört,Abborre; Gädda,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hargsjöns%20fvof&sp=false
1038,Harrsele fvof,Västerbotten,"Vindeln, Vännäs",6,Abborre; Benlöja; Gädda; Gärs; Mört; Sik,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Harrsele%20fvof&sp=false
1168,Harråns fvof,Västernorrland,"Ånge, Bräcke",4,Bergsimpa; Elritsa; Stensimpa; Öring,,0,2,slu_provfiske,,https://fiskekartan.se/?fv=Harråns%20fvof&sp=false
770,Harö fvof,Stockholm,Värmdö,5,Abborre; Gädda; Mört; Småspigg; Storspigg,,0,0,slu_provfiske,,https://fiskekartan.se/?fv=Harö%20fvof&sp=false
1351,Hattsjö-Flyggsjö fvof,Västernorrland,Örnsköldsvik,10,Abborre; Benlöja; Gädda; Gärs; Lake; Mört; Nors; Siklöja; Småspigg; Öring,Abborre; Gädda; Mört,1,4,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hattsjö-Flyggsjö%20fvof&sp=false
1360,Haverö fvof,Västernorrland,Ånge,0,,,0,0,,,https://fiskekartan.se/?fv=Haverö%20fvof&sp=false
104,Hedesunda och Söderforsfjärdarnas fvof,Gävleborg,"Heby, Tierp, Gävle",20,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Gös; Harr; Id; Lake; Lax; Mört; Nejonöga; Nors; Sarv; Sik; Siklöja; Stensimpa; Sutare; Öring,,2,3,slu_provfiske,,https://fiskekartan.se/?fv=Hedesunda%20och%20Söderforsfjärdarnas%20fvof&sp=false
1512,Hedevikens fvof,Jämtland,Härjedalen,10,Abborre; Bergsimpa; Gädda; Harr; Lake; Mört; Regnbåge; Röding; Siklöja; Öring,Abborre; Gädda; Harr; Lake; Mört; Regnbåge; Röding; Siklöja; Öring,0,3,fiskekartan; slu_provfiske,www.vattenagarna.se/jamtlands-lans-fiskevattenagareforbund/?o=60,https://fiskekartan.se/?fv=Hedevikens%20fvof&sp=false
1857,Hedgärdessjöns fvof,Västra Götaland,Mark,5,Abborre; Mört; Nors; Regnbåge; Öring,,1,0,slu_provfiske,,https://fiskekartan.se/?fv=Hedgärdessjöns%20fvof&sp=false
1392,Hedströmmens fvof,Västmanland,"Skinnskatteberg, Köping",14,Abborre; Benlöja; Bäcknejonöga; Färna; Gädda; Gärs; Karpfisk obestämd; Kräfta obestämd; Lake; Mört; Nejonöga; Signalkräfta; Stensimpa; Öring,,0,3,slu_provfiske,www.vattenagarna.se/vastmanlands-lans-fiskevattenagareforbund/?o=1070,https://fiskekartan.se/?fv=Hedströmmens%20fvof&sp=false
313,Helgasjöns fvof,Jönköping,Värnamo,5,Abborre; Gädda; Gärs; Mört; Sutare,Abborre; Gädda; Gärs; Mört; Sutare,1,0,fiskekartan; slu_provfiske,www.vattenagarna.se/jonkopings-lans-fiskevattenagareforbund/?o=887,https://fiskekartan.se/?fv=Helgasjöns%20fvof&sp=false
573,Helgasjöns fvof,Kronoberg,Växjö,29,Abborre; Benlöja; Bergsimpa; Björkna; Braxen; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Gärs; Gös; Harr; Karp; Kräfta obestämd; Lake; Mört; Nors; Regnbåge; Röding; Sandkr; Sandkrypare; Sarv; Signalkräfta; Sik; Siklöja; Småspigg; Sutare; Ål; Öring,Abborre; Benlöja; Bergsimpa; Björkna; Braxen; Bäcknejonöga; Elritsa; Gädda; Gärs; Gös; Karp; Lake; Mört; Nors; Sandkr,5,6,fiskekartan; slu_provfiske; gbif,helgasjonfiske.se/,https://fiskekartan.se/?fv=Helgasjöns%20fvof&sp=false
1601,Helgesjöns fvof,Jämtland,Åre,7,Abborre; Gädda; Harr; Lake; Röding; Sik; Öring,Abborre; Gädda; Harr; Lake; Röding; Sik; Öring,0,0,fiskekartan,www.vattenagarna.se/jamtlands-lans-fiskevattenagareforbund/?o=402,https://fiskekartan.se/?fv=Helgesjöns%20fvof&sp=false
1343,Helgum-Gådeåns fvof,Västernorrland,Härnösand,15,Abborre; Benlöja; Braxen; Bäcknejonöga; Elritsa; Gädda; Gärs; Lake; Lax; Mört; Nors; Siklöja; Stensimpa; Ål; Öring,,1,3,slu_provfiske,www.vattenagarna.se/vasternorrlands-lans-fiskerattsagareforbund/?o=541,https://fiskekartan.se/?fv=Helgum-Gådeåns%20fvof&sp=false
626,Helige ås fvof,Kronoberg,"Alvesta, Växjö",22,Abborre; Benlöja; Bergsimpa; Björkna; Braxen; Bäcknejonöga; Elritsa; Färna; Gädda; Gärs; Gös; Lake; Mört; Nejonöga; Nors; Sandkrypare; Sarv; Signalkräfta; Siklöja; Sutare; Ål; Öring,,2,6,slu_provfiske,www.vattenagarna.se/kronobergs-lans-fiskevattenagareforbund/?o=634,https://fiskekartan.se/?fv=Helige%20ås%20fvof&sp=false
1227,Hemlings fvof,Västernorrland,Örnsköldsvik,16,Abborre; Benlöja; Braxen; Bäckröding; Gädda; Gärs; Harr; Lake; Mört; Regnbåge; Röding; Sik; Siklöja; Stensimpa; Stäm; Öring,Abborre; Benlöja; Braxen; Bäckröding; Gädda; Harr; Lake; Mört; Röding; Sik; Siklöja; Öring,0,4,fiskekartan; slu_provfiske; gbif,,https://fiskekartan.se/?fv=Hemlings%20fvof&sp=false
620,Hemmesjösjöns fvof,Kronoberg,Växjö,8,Abborre; Benlöja; Björkna; Braxen; Gädda; Gärs; Mört; Sarv,Abborre; Braxen; Gädda,2,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hemmesjösjöns%20fvof&sp=false
1705,Hemsjöns fvof,Örebro,Lekeberg,0,,,0,0,,www.vattenagarna.se/orebro-lans-fiskevattenagareforbund/?o=608,https://fiskekartan.se/?fv=Hemsjöns%20fvof&sp=false
1402,Hemsjöns m fl sjöars fvof,Östergötland,Kinda,5,Abborre; Björkna; Gädda; Sarv; Sutare,Abborre; Björkna; Gädda; Sarv; Sutare,0,0,fiskekartan,,https://fiskekartan.se/?fv=Hemsjöns%20m%20fl%20sjöars%20fvof&sp=false
798,Henarens fvof,Södermanland,Flen,10,Abborre; Benlöja; Braxen; Flodkräfta; Gädda; Mört; Nors; Ruda; Signalkräfta; Ål,,0,0,gbif,,https://fiskekartan.se/?fv=Henarens%20fvof&sp=false
1661,Hensjön-Henåns fvof,Jämtland,Åre,5,Bäckröding; Elritsa; Lake; Röding; Öring,Röding; Öring,0,3,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hensjön-Henåns%20fvof&sp=false
356,Hensjöns fvof,Jönköping,Gislaved,8,Abborre; Braxen; Gädda; Gös; Lake; Mört; Sutare; Ål,Abborre; Braxen; Gädda; Gös; Lake; Mört; Sutare; Ål,2,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hensjöns%20fvof&sp=false
391,Herrestadssjöns fvof,Jönköping,Värnamo,12,Abborre; Benlöja; Braxen; Gädda; Gärs; Gös; Lake; Mört; Sik; Siklöja; Sutare; Ål,Abborre; Benlöja; Braxen; Gädda; Gärs; Gös; Lake; Mört; Sik; Siklöja; Sutare; Ål,4,1,fiskekartan; slu_provfiske,www.vattenagarna.se/jonkopings-lans-fiskevattenagareforbund/?o=898,https://fiskekartan.se/?fv=Herrestadssjöns%20fvof&sp=false
1863,Herrtorps fvof,Västra Götaland,Skara,12,Abborre; Bäcknejonöga; Elritsa; Flodnejonöga; Färna; Gädda; Karpfisk obestämd; Lake; Mört; Nejonöga; Signalkräfta; Sutare,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Herrtorps%20fvof&sp=false
1464,Hestrasjöns fvof,Östergötland,Ydre,0,,,0,0,,,https://fiskekartan.se/?fv=Hestrasjöns%20fvof&sp=false
101,Hille fvof,Gävleborg,Gävle,27,Abborre; Benlöja; Bergsimpa; Björkna; Braxen; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Gärs; Hornsimpa; Id; Lake; Mört; Nors; Regnbåge; Ruda; Sarv; Sik; Småspigg; Stensimpa; Storspigg; Stäm; Sutare; Vimma; Ål; Öring,Abborre; Braxen; Gädda; Mört; Regnbåge; Sutare; Ål,1,6,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hille%20fvof&sp=false
300,Hillen och Rydsjöns fvof,Jönköping,Sävsjö,14,Abborre; Benlöja; Bergsimpa; Braxen; Gädda; Lake; Mört; Ruda; Sarv; Signalkräfta; Sik; Siklöja; Sutare; Ål,Abborre; Braxen; Gädda; Mört; Ruda; Sik; Sutare; Ål,1,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hillen%20och%20Rydsjöns%20fvof&sp=false
911,Hillringsbergs fvof,Värmland,Arvika,16,Abborre; Benlöja; Elritsa; Flodkräfta; Gädda; Gärs; Lake; Mört; Nors; Regnbåge; Röding; Sik; Siklöja; Stensimpa; Ål; Öring,Abborre; Gädda; Gärs; Mört; Regnbåge; Röding; Siklöja; Ål; Öring,3,5,fiskekartan; slu_provfiske,www.vattenagarna.se/varmlands-lans-fiskevardsforbund/?o=754,https://fiskekartan.se/?fv=Hillringsbergs%20fvof&sp=false
385,Hindsens fvof,Jönköping,Värnamo,10,Abborre; Braxen; Gädda; Gärs; Lake; Mört; Sik; Siklöja; Sutare; Ål,Abborre; Braxen; Gädda; Gärs; Lake; Mört; Sik; Sutare; Ål,1,0,fiskekartan; slu_provfiske,hindsenfiske.se/,https://fiskekartan.se/?fv=Hindsens%20fvof&sp=false
1354,Hinnsjöns fvof,Västernorrland,"Kramfors, Sollefteå, Örnsköldsvik",21,Abborre; Benlöja; Bäcknejonöga; Bäckröding; Flodkräfta; Gädda; Gärs; Harr; Lake; Mört; Nejonöga; Nors; Regnbåge; Ruda; Röding; Sik; Siklöja; Simpa (Berg-; Sten-; Stensimpa; Öring,Abborre; Bäckröding; Gädda; Harr; Lake; Mört; Regnbåge; Ruda; Röding; Sik; Öring,1,6,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hinnsjöns%20fvof&sp=false
1730,Hinsen-Logärdens fvof,Dalarna,Falun,18,Abborre; Benlöja; Braxen; Bäckröding; Elritsa; Flodkräfta; Gädda; Gärs; Harr; Lake; Mört; Nors; Ruda; Röding; Sik; Siklöja; Stensimpa; Öring,Abborre; Benlöja; Braxen; Bäckröding; Elritsa; Gädda; Gärs; Harr; Lake; Mört; Nors; Ruda; Röding,9,7,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hinsen-Logärdens%20fvof&sp=false
989,Hissjö fvof,Västerbotten,Umeå,12,Abborre; Bäcknejonöga; Elritsa; Gädda; Gärs; Lake; Mört; Nors; Regnbåge; Sik; Stensimpa; Öring,Abborre; Gädda; Lake; Mört; Regnbåge,2,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hissjö%20fvof&sp=false
1498,Hissmofors fvof,Jämtland,Krokom,21,Abborre; Bergsimpa; Elritsa; Gädda; Gös; Harr; Kanadaröding; Lake; Lax; Mört; Nors; Regnbåge; Ruda; Röding; Sik; Simpa (Berg-; Småspigg; Sten-; Storspigg; Ål; Öring,,1,3,slu_provfiske; gbif,www.vattenagarna.se/jamtlands-lans-fiskevattenagareforbund/?o=802,https://fiskekartan.se/?fv=Hissmofors%20fvof&sp=false
1937,Hjo-åns fvof,Västra Götaland,Hjo,15,Abborre; Bäcknejonöga; Elritsa; Flodnejonöga; Gädda; Harr; Kräfta obestämd; Lake; Mört; Nejonöga; Regnbåge; Signalkräfta; Småspigg; Storspigg; Öring,,0,1,slu_provfiske; gbif,,https://fiskekartan.se/?fv=Hjo-åns%20fvof&sp=false
1068,Hjoggsjö fvof,Västerbotten,"Vännäs, Umeå",11,Abborre; Bäcknejonöga; Gädda; Gärs; Harr; Lake; Mört; Röding; Siklöja; Stensimpa; Öring,Abborre; Gädda; Harr; Mört; Röding,2,6,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hjoggsjö%20fvof&sp=false
467,Hjortens fvof,Kalmar,Vimmerby,6,Abborre; Benlöja; Bergsimpa; Gädda; Mört; Sik,Abborre; Gädda,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hjortens%20fvof&sp=false
410,Hjortens fvof (Hjortesjön),Kalmar,"Vetlanda, Hultsfred",11,Abborre; Benlöja; Braxen; Gädda; Gös; Lake; Mört; Sarv; Sik; Siklöja; Sutare,Abborre; Braxen; Gädda; Gös; Mört; Sarv; Siklöja; Sutare,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hjortens%20fvof%20(Hjortesjön)&sp=false
1806,Hjorthålandammens fvof,Blekinge,Ronneby,2,Abborre; Elritsa,,0,1,slu_provfiske,,https://fiskekartan.se/?fv=Hjorthålandammens%20fvof&sp=false
210,Hjortsjöns fvof,Jönköping,Vaggeryd,15,Abborre; Bergsimpa; Braxen; Bäckröding; Elritsa; Gädda; Gärs; Lake; Mört; Sarv; Signalkräfta; Siklöja; Sutare; Ål; Öring,Abborre; Braxen; Gädda; Gärs; Lake; Mört; Sarv; Siklöja; Sutare; Ål; Öring,1,3,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hjortsjöns%20fvof&sp=false
1069,Hjukens fvof,Västerbotten,Vindeln,17,Abborre; Benlöja; Bäckröding; Elritsa; Gädda; Harr; Havsöring; Id; Lake; Lax; Mört; Sik; Simpa (Berg-; Sten-; Stensimpa; Stäm; Öring,Abborre; Bäckröding; Elritsa; Gädda; Harr; Havsöring; Id; Lake; Lax; Mört; Sik; Stäm; Öring,2,6,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hjukens%20fvof&sp=false
1689,Hjulsjö-Grängeshyttans fvof,Örebro,"Hällefors, Nora",14,Abborre; Benlöja; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Gärs; Lake; Mört; Nejonöga; Nors; Signalkräfta; Stensimpa; Öring,,0,16,slu_provfiske,,https://fiskekartan.se/?fv=Hjulsjö-Grängeshyttans%20fvof&sp=false
2182,Hjälmsjön-Pinnåns fvof,Skåne,"Örkelljunga, Klippan",16,Abborre; Braxen; Bäcknejonöga; Elritsa; Flodkräfta; Gädda; Gös; Karp; Mört; Nejonöga; Sandkrypare; Sarv; Signalkräfta; Sutare; Ål; Öring,Abborre; Braxen; Bäcknejonöga; Elritsa; Gädda; Gös; Karp; Mört; Sarv; Sutare; Ål; Öring,1,11,fiskekartan; slu_provfiske,hjalmsjon.se/,https://fiskekartan.se/?fv=Hjälmsjön-Pinnåns%20fvof&sp=false
783,Hjälmö Bys fvof,Stockholm,Värmdö,2,Abborre; Storspigg,,0,0,gbif,,https://fiskekartan.se/?fv=Hjälmö%20Bys%20fvof&sp=false
337,Hjältevadsortens fvof,Jönköping,Eksjö,9,Abborre; Benlöja; Braxen; Gädda; Gös; Lake; Mört; Sarv; Sutare,Abborre; Benlöja; Braxen; Gädda; Lake; Mört; Sarv; Sutare,1,0,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hjältevadsortens%20fvof&sp=false
125,Hjärtaredssjöns fvof,Halland,Falkenberg,10,Abborre; Elritsa; Gädda; Lake; Mört; Signalkräfta; Sik; Siklöja; Sutare; Ål,Abborre; Gädda; Mört; Sik; Siklöja; Sutare; Ål,1,1,fiskekartan; slu_provfiske,,https://fiskekartan.se/?fv=Hjärtaredssjöns%20fvof&sp=false
592,Hjärtasjöns fvof,Kronoberg,Uppvidinge,8,Abborre; Björkna; Gädda; Gärs; Mört; Stensimpa; Sutare; Öring,Abborre; Björkna; Gädda; Mört; Sutare,2,1,fiskekartan; slu_provfiske,www.vattenagarna.se/kronobergs-lans-fiskevattenagareforbund/?o=614,https://fiskekartan.se/?fv=Hjärtasjöns%20fvof&sp=false
1688,Hjärtasjöns fvof,Örebro,"Hallsberg, Askersund",6,Abborre; Gädda; Lake; Mört; Signalkräfta; Öring,,0,3,slu_provfiske,,https://fiskekartan.se/?fv=Hjärtasjöns%20fvof&sp=false
